=== KẾT QUẢ ĐÁNH GIÁ HỆ THỐNG ===
Tổng số ảnh đánh giá: 1483
Top-1 Accuracy : 0.7087
Top-5 Accuracy : 0.7539
Macro Precision: 0.9317
Macro Recall   : 0.7089
Tổng thời gian : 159.6s
TB mỗi query   : 107.6ms

=== CHI TIẾT ===
File: 10__M_Left_index_finger_CR.BMP | True ID: 10 | Top 1: 10 | Top 5: [10, 287, 187, 297, 148] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Left_middle_finger_Zcut.BMP | True ID: 15 | Top 1: 207 | Top 5: [207, 280, 211, 13, 284] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Left_ring_finger_CR.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 65, 207, 137, 166] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Left_ring_finger_Obl.BMP | True ID: 15 | Top 1: 144 | Top 5: [144, 15, 207, 33, 177] | Top-1 Đúng: False | Top-5 Đúng: True
File: 15__F_Left_ring_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 65, 137, 207, 82] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Left_thumb_finger_CR.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 66, 74, 151, 79] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Left_thumb_finger_Obl.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 143, 74, 79, 66] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Left_thumb_finger_Zcut.BMP | True ID: 15 | Top 1: 79 | Top 5: [79, 128, 87, 131, 40] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Right_index_finger_CR.BMP | True ID: 15 | Top 1: 113 | Top 5: [113, 241, 286, 199, 19] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Right_index_finger_Obl.BMP | True ID: 15 | Top 1: 113 | Top 5: [113, 286, 241, 19, 199] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Right_index_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 196, 220, 287, 47] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_little_finger_CR.BMP | True ID: 15 | Top 1: 67 | Top 5: [67, 15, 252, 268, 78] | Top-1 Đúng: False | Top-5 Đúng: True
File: 15__F_Right_little_finger_Obl.BMP | True ID: 15 | Top 1: 153 | Top 5: [153, 239, 169, 60, 275] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Right_little_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 67, 252, 261, 267] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_middle_finger_CR.BMP | True ID: 15 | Top 1: 60 | Top 5: [60, 99, 121, 33, 298] | Top-1 Đúng: False | Top-5 Đúng: False
File: 15__F_Right_middle_finger_Obl.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 137, 207, 217, 162] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_middle_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 137, 217, 65, 166] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_ring_finger_CR.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 9, 116, 122, 160] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_ring_finger_Obl.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 9, 116, 122, 160] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_ring_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 9, 116, 122, 160] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_thumb_finger_CR.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 281, 259, 1, 293] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_thumb_finger_Obl.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 281, 1, 259, 293] | Top-1 Đúng: True | Top-5 Đúng: True
File: 15__F_Right_thumb_finger_Zcut.BMP | True ID: 15 | Top 1: 15 | Top 5: [15, 250, 281, 1, 259] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_index_finger_CR.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 253, 251, 145, 291] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_index_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 253, 251, 145, 291] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_index_finger_Zcut.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 253, 251, 145, 291] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_little_finger_CR.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 22, 37, 208, 16] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_little_finger_Obl.BMP | True ID: 16 | Top 1: 269 | Top 5: [269, 269, 125, 35, 56] | Top-1 Đúng: False | Top-5 Đúng: False
File: 16__M_Left_middle_finger_CR.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 60, 121, 112, 34] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_middle_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 60, 34, 121, 112] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_middle_finger_Zcut.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 121, 60, 112, 166] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_ring_finger_Obl.BMP | True ID: 16 | Top 1: 93 | Top 5: [93, 38, 89, 289, 140] | Top-1 Đúng: False | Top-5 Đúng: False
File: 16__M_Left_thumb_finger_CR.BMP | True ID: 16 | Top 1: 152 | Top 5: [152, 60, 38, 121, 75] | Top-1 Đúng: False | Top-5 Đúng: False
File: 16__M_Left_thumb_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 8, 82, 84, 8] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Left_thumb_finger_Zcut.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 117, 82, 220, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_index_finger_CR.BMP | True ID: 16 | Top 1: 227 | Top 5: [227, 154, 154, 5, 40] | Top-1 Đúng: False | Top-5 Đúng: False
File: 16__M_Right_index_finger_Obl.BMP | True ID: 16 | Top 1: 227 | Top 5: [227, 154, 38, 5, 299] | Top-1 Đúng: False | Top-5 Đúng: False
File: 16__M_Right_index_finger_Zcut.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 117, 25, 122, 293] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_little_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 168, 202, 80, 166] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_middle_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 87, 168, 79, 61] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_ring_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 137, 146, 269, 178] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_thumb_finger_CR.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 173, 43, 103, 180] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_thumb_finger_Obl.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 173, 43, 103, 180] | Top-1 Đúng: True | Top-5 Đúng: True
File: 16__M_Right_thumb_finger_Zcut.BMP | True ID: 16 | Top 1: 16 | Top 5: [16, 173, 43, 180, 103] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_index_finger_CR.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 33, 18, 134, 261] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_index_finger_Obl.BMP | True ID: 17 | Top 1: 284 | Top 5: [284, 257, 284, 276, 38] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_index_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 33, 261, 134, 18] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_little_finger_CR.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 300, 38, 25, 293] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_little_finger_Obl.BMP | True ID: 17 | Top 1: 279 | Top 5: [279, 276, 297, 17, 258] | Top-1 Đúng: False | Top-5 Đúng: True
File: 17__M_Left_little_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 300, 38, 297, 74] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_middle_finger_CR.BMP | True ID: 17 | Top 1: 4 | Top 5: [4, 262, 260, 4, 76] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_middle_finger_Obl.BMP | True ID: 17 | Top 1: 4 | Top 5: [4, 260, 262, 4, 76] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_middle_finger_Zcut.BMP | True ID: 17 | Top 1: 4 | Top 5: [4, 76, 17, 246, 233] | Top-1 Đúng: False | Top-5 Đúng: True
File: 17__M_Left_ring_finger_CR.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 67, 217, 249, 207] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_ring_finger_Obl.BMP | True ID: 17 | Top 1: 33 | Top 5: [33, 298, 99, 144, 32] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_ring_finger_Zcut.BMP | True ID: 17 | Top 1: 207 | Top 5: [207, 33, 298, 217, 84] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_thumb_finger_CR.BMP | True ID: 17 | Top 1: 271 | Top 5: [271, 167, 273, 229, 182] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Left_thumb_finger_Obl.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 30, 281, 95, 33] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Left_thumb_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 30, 33, 95, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_index_finger_CR.BMP | True ID: 17 | Top 1: 241 | Top 5: [241, 12, 107, 69, 19] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Right_index_finger_Obl.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 153, 211, 179, 19] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_index_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 153, 211, 179, 19] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_little_finger_CR.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 194, 229, 286, 250] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_little_finger_Obl.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 62, 286, 229, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_little_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 62, 229, 286, 168] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_middle_finger_CR.BMP | True ID: 17 | Top 1: 229 | Top 5: [229, 134, 20, 289, 225] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Right_middle_finger_Obl.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 285, 158, 174, 268] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_middle_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 285, 284, 174, 78] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_ring_finger_CR.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 55, 17, 286, 228] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_ring_finger_Obl.BMP | True ID: 17 | Top 1: 193 | Top 5: [193, 17, 3, 285, 245] | Top-1 Đúng: False | Top-5 Đúng: True
File: 17__M_Right_ring_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 245, 3, 193, 55] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_thumb_finger_CR.BMP | True ID: 17 | Top 1: 83 | Top 5: [83, 135, 145, 231, 58] | Top-1 Đúng: False | Top-5 Đúng: False
File: 17__M_Right_thumb_finger_Obl.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 26, 206, 298, 188] | Top-1 Đúng: True | Top-5 Đúng: True
File: 17__M_Right_thumb_finger_Zcut.BMP | True ID: 17 | Top 1: 17 | Top 5: [17, 26, 206, 188, 298] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_index_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 256, 2, 145, 9] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_index_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 245, 179, 46, 184] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_index_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 2, 256, 145, 9] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_little_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 14, 279, 255, 102] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_little_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 14, 255, 102, 44] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_little_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 279, 14, 255, 102] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_middle_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 199, 125, 254, 122] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_middle_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 199, 125, 254, 122] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_middle_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 199, 254, 125, 122] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_ring_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 174, 230, 259, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_ring_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 174, 230, 259, 117] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_ring_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 174, 230, 259, 117] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_thumb_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 35, 236, 175, 262] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Left_thumb_finger_Obl.BMP | True ID: 18 | Top 1: 271 | Top 5: [271, 244, 235, 224, 251] | Top-1 Đúng: False | Top-5 Đúng: False
File: 18__M_Left_thumb_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 35, 236, 175, 262] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_index_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 289, 225, 78, 169] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_index_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 289, 225, 169, 218] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_index_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 289, 225, 78, 169] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_little_finger_CR.BMP | True ID: 18 | Top 1: 187 | Top 5: [187, 91, 215, 179, 160] | Top-1 Đúng: False | Top-5 Đúng: False
File: 18__M_Right_little_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 142, 147, 169, 175] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_little_finger_Zcut.BMP | True ID: 18 | Top 1: 187 | Top 5: [187, 179, 91, 215, 160] | Top-1 Đúng: False | Top-5 Đúng: False
File: 18__M_Right_middle_finger_CR.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 216, 230, 286, 277] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_middle_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 216, 286, 230, 261] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_middle_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 216, 230, 286, 277] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_ring_finger_CR.BMP | True ID: 18 | Top 1: 83 | Top 5: [83, 41, 52, 138, 242] | Top-1 Đúng: False | Top-5 Đúng: False
File: 18__M_Right_ring_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 295, 33, 255, 17] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_ring_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 33, 295, 255, 134] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_thumb_finger_CR.BMP | True ID: 18 | Top 1: 20 | Top 5: [20, 194, 283, 168, 62] | Top-1 Đúng: False | Top-5 Đúng: False
File: 18__M_Right_thumb_finger_Obl.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 109, 139, 147, 283] | Top-1 Đúng: True | Top-5 Đúng: True
File: 18__M_Right_thumb_finger_Zcut.BMP | True ID: 18 | Top 1: 18 | Top 5: [18, 109, 139, 283, 147] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_index_finger_CR.BMP | True ID: 19 | Top 1: 287 | Top 5: [287, 47, 174, 67, 196] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_index_finger_Obl.BMP | True ID: 19 | Top 1: 84 | Top 5: [84, 287, 241, 67, 47] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_index_finger_Zcut.BMP | True ID: 19 | Top 1: 287 | Top 5: [287, 47, 174, 84, 67] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_little_finger_CR.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 11, 208, 176, 256] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_little_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 11, 208, 168, 176] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_little_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 11, 208, 176, 256] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_middle_finger_CR.BMP | True ID: 19 | Top 1: 268 | Top 5: [268, 10, 208, 180, 180] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_middle_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 90, 297, 235, 19] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_middle_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 90, 255, 297, 235] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_ring_finger_CR.BMP | True ID: 19 | Top 1: 89 | Top 5: [89, 196, 267, 78, 163] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_ring_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 295, 19, 255, 110] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_ring_finger_Zcut.BMP | True ID: 19 | Top 1: 89 | Top 5: [89, 148, 78, 196, 280] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Left_thumb_finger_CR.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 223, 248, 23, 188] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_thumb_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 223, 248, 23, 188] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Left_thumb_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 223, 248, 23, 188] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_index_finger_CR.BMP | True ID: 19 | Top 1: 113 | Top 5: [113, 17, 153, 211, 179] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_index_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 216, 249, 6, 233] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_index_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 216, 64, 240, 142] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_little_finger_CR.BMP | True ID: 19 | Top 1: 10 | Top 5: [10, 126, 69, 12, 110] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_little_finger_Obl.BMP | True ID: 19 | Top 1: 64 | Top 5: [64, 203, 219, 249, 260] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_little_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 211, 56, 92, 295] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_middle_finger_CR.BMP | True ID: 19 | Top 1: 10 | Top 5: [10, 287, 297, 148, 187] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_middle_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 17, 131, 277, 260] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_middle_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 17, 131, 277, 260] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_ring_finger_CR.BMP | True ID: 19 | Top 1: 251 | Top 5: [251, 126, 78, 37, 170] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_ring_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 279, 258, 148, 127] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_ring_finger_Zcut.BMP | True ID: 19 | Top 1: 44 | Top 5: [44, 24, 184, 47, 15] | Top-1 Đúng: False | Top-5 Đúng: False
File: 19__M_Right_thumb_finger_CR.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 267, 231, 132, 123] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_thumb_finger_Obl.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 267, 231, 123, 132] | Top-1 Đúng: True | Top-5 Đúng: True
File: 19__M_Right_thumb_finger_Zcut.BMP | True ID: 19 | Top 1: 19 | Top 5: [19, 231, 267, 123, 145] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_index_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 58, 30, 29, 266] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_index_finger_Obl.BMP | True ID: 1 | Top 1: 112 | Top 5: [112, 30, 1, 100, 298] | Top-1 Đúng: False | Top-5 Đúng: True
File: 1__M_Left_index_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 58, 30, 29, 204] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_little_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 258, 69, 30, 63] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_little_finger_Obl.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 258, 69, 30, 63] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_little_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 258, 69, 30, 63] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_middle_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 73, 291, 120, 64] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_middle_finger_Obl.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 120, 62, 73, 210] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_middle_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 73, 120, 291, 64] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_ring_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 132, 289, 100, 46] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_ring_finger_Obl.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 245, 46, 100, 132] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_ring_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 88, 96, 63, 101] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_thumb_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 194, 25, 128, 51] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Left_thumb_finger_Obl.BMP | True ID: 1 | Top 1: 98 | Top 5: [98, 54, 245, 90, 89] | Top-1 Đúng: False | Top-5 Đúng: False
File: 1__M_Left_thumb_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 128, 194, 203, 25] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_index_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 102, 58, 13, 139] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_index_finger_Obl.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 13, 102, 261, 277] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_index_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 102, 58, 13, 261] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_little_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 74, 124, 93, 54] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_little_finger_Obl.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 74, 124, 93, 54] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_little_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 74, 124, 93, 54] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_middle_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 164, 83, 119, 216] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_middle_finger_Obl.BMP | True ID: 1 | Top 1: 200 | Top 5: [200, 139, 279, 283, 176] | Top-1 Đúng: False | Top-5 Đúng: False
File: 1__M_Right_middle_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 164, 119, 281, 216] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_ring_finger_CR.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 27, 285, 250, 75] | Top-1 Đúng: True | Top-5 Đúng: True
File: 1__M_Right_ring_finger_Obl.BMP | True ID: 1 | Top 1: 245 | Top 5: [245, 46, 120, 104, 116] | Top-1 Đúng: False | Top-5 Đúng: False
File: 1__M_Right_ring_finger_Zcut.BMP | True ID: 1 | Top 1: 1 | Top 5: [1, 250, 285, 75, 131] | Top-1 Đúng: True | Top-5 Đúng: True
